date,day_of_week,is_weekend,google_ads_spend,facebook_ads_spend,email_spend,total_ad_spend,revenue,transactions,avg_order_value
2023-12-05,1,0,2864.21,1131.75,453.23,4449.19,20997.88,346,60.69
2023-12-06,2,0,2580.57,1105.24,534.65,4220.46,20934.93,417,50.2
2023-12-07,3,0,2512.44,1540.9,495.31,4548.65,21909.66,317,69.12
2023-12-08,4,0,2841.71,1166.78,747.7,4756.19,21775.61,441,49.38
2023-12-09,5,1,2851.66,1777.01,507.68,5136.35,22291.06,519,42.95
2023-12-10,6,1,2635.71,1012.88,371.7,4020.29,19501.54,559,34.89
2023-12-11,0,0,2656.17,1771.79,599.63,5027.59,23291.97,729,31.95
2023-12-12,1,0,2876.85,1477.95,450.62,4805.42,23120.33,677,34.15
2023-12-13,2,0,2382.62,1419.67,344.34,4146.63,22497.81,427,52.69
2023-12-14,3,0,2404.67,1333.32,457.19,4195.18,21582.09,392,55.06
2023-12-15,4,0,2621.29,1525.44,850.08,4996.81,21268.11,622,34.19
2023-12-16,5,1,2782.75,1441.4,585.02,4809.17,20811.17,353,58.96
2023-12-17,6,1,2950.07,1672.93,465.13,5088.13,20364.69,451,45.15
2023-12-18,0,0,3309.45,1478.46,465.07,5252.98,23107.29,449,51.46
2023-12-19,1,0,3134.24,1489.04,467.84,5091.12,23940.92,362,66.14
2023-12-20,2,0,2839.08,1389.63,707.67,4936.38,24143.89,409,59.03
2023-12-21,3,0,2891.52,1454.35,538.19,4884.06,23010.15,486,47.35
2023-12-22,4,0,2606.66,1530.7,743.0,4880.36,23098.27,562,41.1
2023-12-23,5,1,2912.08,1130.51,603.03,4645.62,22225.11,780,28.49
2023-12-24,6,1,2841.28,1206.32,523.88,4571.48,20700.14,484,42.77
2023-12-25,0,0,3034.95,1628.03,474.1,5137.08,26278.43,549,47.87
2023-12-26,1,0,2700.25,1516.98,480.37,4697.6,23463.95,585,40.11
2023-12-27,2,0,3114.52,1449.44,492.84,5056.8,21928.88,450,48.73
2023-12-28,3,0,3428.85,1493.36,496.28,5418.49,25192.5,496,50.79
2023-12-29,4,0,2946.72,1562.63,772.76,5282.11,24288.04,509,47.72
2023-12-30,5,1,3110.19,1388.61,505.19,5003.99,22804.33,524,43.52
2023-12-31,6,1,3207.04,1344.34,573.26,5124.64,22427.04,434,51.68
